Symbol chromosome start end
SPEN 1 15847864 15940455
HIRA 22 19330701 19431696
EIF3C 16 28688558 28735730
LDB1 10 102106558 102120453
MGST1 12 16347142 16377189
PSMD3 17 39980768 39997960
SHB 9 37915898 38069213
DDX46 5 134758734 134831138
VPS33B 15 90998416 91022621
BHLHE41 12 26120026 26125070
ZFYVE9 1 52142094 52346686
LARGE 22 33273076 33922841
KCNJ13 2 232765802 232776565
NMU 4 55595229 55636698
STX2 12 130774883 130839274
SEPHS1 10 13317428 13348298
SIGIRR 11 405716 417454
BBS4 15 72686179 72738476
SRXN1 20 646615 653370
POLD2 7 44114680 44123668
SMARCA1 X 129446501 129523513
RPGRIP1L 16 53599906 53703859
ZAK 2 173075837 173268009
ZIC1 3 147409394 147416719
CLNS1A 11 77616151 77637806
ITIH2 10 7703273 7749520
SCARF1 17 1633858 1645789
UBR1 15 42942897 43106088
GSPT1 16 11868128 11916662
HSF4 16 67163385 67169945
VRK2 2 57907651 58159920
SEC61A1 3 128052369 128071683
AKAP10 17 19904452 19977856
HSD17B6 12 56752449 56787790
CEP120 5 123344885 123423592
RETNLB 3 108755639 108757283
ZCCHC6 9 86287733 86354501
E2F5 8 85177056 85214518
SHOX2 3 158096011 158106202
SGCB 4 52020695 52038319
MYO15A 17 18108706 18180225
RFC3 13 33818049 33973946
CCNDBP1 15 43185118 43197177
SOX1 13 112067599 112071706
STAM2 2 152116801 152175992
NFYC 1 40691570 40771603
ELF1 13 40931919 41061378
CARD10 22 37490362 37519203
RNPS1 16 2253116 2268412
SF3A1 22 30331988 30356947
NUCB1 19 48900050 48923283
MTA3 2 42494569 42795030
GJC1 17 44793954 44830811
PLA2G2D 1 20112650 20119566
EFHC1 6 52420196 52495785
POU3F2 6 98834704 98838790
COTL1 16 84565596 84618096
ADCY7 16 50244749 50318135
TSPAN8 12 71125093 71157999
SH3GL1 19 4360367 4400568
KIDINS220 2 8728857 8837625
TUFM 16 28842411 28846511
KDM2A 11 67119268 67258082
CLC 19 39731253 39738029
NAPA 19 47487634 47515258
OSBP 11 59574398 59616144
PSMB10 16 67934504 67936877
ORC6 16 46689646 46698394
HIST1H1C 6 26055740 26056471
CD1E 1 158353435 158357553
MCU 10 72692131 72887694
NIPA1 15 22786225 22829789
GPS2 17 7312659 7315339
CAMK1D 10 12349517 12835545
EXOC4 7 133253067 134065761
PTPRN2 7 157539056 158587796
GPSM1 9 136327476 136359605
WNT16 7 121325367 121341104
TREX2 X 153444720 153446487
FABP6 5 160187367 160238722
TTBK2 15 42738734 42921007
INA 10 103277163 103290351
MR1 1 181033379 181061938
PDXK 21 43719097 43762307
MAN2C1 15 75355792 75369114
VSIG4 X 66021738 66040125
WNK3 X 54192823 54358695
CCL28 5 43356972 43412391
SLC2A5 1 9036943 9071704
FDX1 11 110429937 110464884
NLGN3 X 71144823 71175307
SGK3 8 66712418 66862022
SPIB 19 50418938 50431053
LARP7 4 112636964 112657592
RCVRN 17 9897708 9905367
ZBP1 20 57603846 57620576
L2HGDH 14 50242434 50312389
HIST1H4F 6 26240426 26240793
GABRA6 5 161685652 161702592
SGCZ 8 14089864 15238283
SETMAR 3 4303304 4317265
AFM 4 73481745 73504001
PSME2 14 24143365 24147316
CCL25 19 8052340 8062663
PEX5L 3 179794958 180037053
BAMBI 10 28677495 28682939
CAP1 1 40040240 40072649
SIGLEC5 19 51610957 51630474
UBA52 19 18563766 18577460
RIN1 11 66332064 66337133
LILRA3 19  
LMO1 11 8224304 8268635
DUSP10 1 221701420 221742176
RGS19 20 64073181 64080003
FZD5 2 207762586 207769419
EPN1 19 55675195 55695767
STX7 6 132457524 132513198
KIF2A 5 62306162 62387184
B3GALT5 21 39612940 39662889
B3GALT5 21 39642340 39654265
RBFOX2 22 35738736 36028892
BCS1L 2 218659656 218663443
KTN1 14 55580207 55684584
RPS2 16 1962061 1964826
BCL9 1 147541401 147626219
ARFGEF1 8 67175296 67343897
PACRG 6 162727084 163315492
SLC24A2 9 19507452 19789695
UNC5B 10 71212535 71302879
DYNC1I1 7 95772506 96110322
FAF2 5 176448306 176510074
CDK5RAP3 17 47967904 47981786
BRE 2 27890615 28338901
COPS4 4 83035086 83075818
TMC8 17 78128851 78142968
SLC2A10 20 46708347 46736347
ATP1B2 17 7646627 7657771
ADCY9 16 3953387 4116185
KCNC3 19 50311942 50333515
VGF 7 101162509 101169935
GAMT 19 1397026 1401570
DHPS 19 12672858 12681887
SLAMF7 1 160739057 160754821
NDUFS3 11 47579010 47584563
HMGN1 21 39342315 39349121
NKRF X 119588337 119606435
IL36G 2 112972329 112985672
PPP1R13B 14 103733751 103848967
BRINP1 9 119166630 119369461
VDAC3 8 42391624 42405937
CDO1 5 115804733 115816954
CDO1 5 115813620 115816111
TNS2 12 53046980 53064379
SEC23B 20 18507544 18561415
TSPAN7 X 38561478 38688918
SMUG1 12 54172031 54188994
PRIM2 6 57314805 57646850
CRISP3 6 49727376 49744455
RRAS2 11 14277920 14364506
PEX3 6 143450781 143490616
KMT5B 11 68154863 68213783
BMF 15 40087890 40108884
CDC42BPA 1 226989858 227318492
LHX4 1 180228803 180275053
CCHCR1 6 31142439 31158238
JAKMIP1 4 6026199 6200591
GDF6 8 96142330 96160792
RARRES1 3 158696892 158732691
DNAH5 5 13690328 14011759
FOXD3 1 63323059 63325126
ARVCF 22 19966603 20016802
PHPT1 9 136848816 136851043
RPL3 22 39312882 39319665
GTF2E2 8 30578514 30658241
NUDC 1 26911128 26946871
SH2D2A 1 156806243 156816862
AOX1 2 200585952 200682241
SIL1 5 138946720 139198376
TAF12 1 28603096 28643109
PDC 1 186443566 186461108
IFNL2 19 39265883 39270092
TMEM43 3 14124940 14143680
BCAR3 1 93561786 93847150
PLXNA2 1 208022242 208244384
CKS2 9 89311195 89316703
SHC3 9 89005771 89182072
AKAP1 17 57085192 57121349
BRCC3 X 155071420 155123074
ABI3BP 3 100749335 100993493
SEC31A 4 82818661 82891280
RAB21 12 71754850 71787370
PIF1 15 64815630 64827154
ONECUT1 15 52756963 52790277
FLVCR1 1 212858255 212899363
ETFA 15 76216287 76311469
SOX7 8 10723768 10730574
EIF3H 8 116644816 116755823
PLAC1 X 134565838 134764312
THADA 2 43230836 43596056
PAK6 15 40217428 40277487
ACSM3 16 20763990 20797157
TM4SF5 17 4771892 4783211
AFF4 5 132875379 132963662
BCAT2 19 48795062 48811063
CNTFR 9 34551432 34590140
LHX1 17 36937475 36944615
KCNK18 10 117197489 117210299
NEIL2 8 11769663 11787345
MEP1A 6 46793357 46845987
NAGS 17 44004546 44009068
KANK1 9 470294 746106
PEBP4 8 22713251 22999754
CPA3 3 148865256 148897087
MKLN1 7 131110096 131496639
PTGES2 9 128120693 128128462
PPIE 1 39738845 39763914
TFG 3 100709284 100748967
SRSF5 14 69767095 69772005
CIC 19 42268537 42295796
ST7 7 116953327 117230023
HNRNPR 1 23304688 23344650
CELF2 10 11004641 11336675
MPDZ 9 13105296 13279662
GREB1 2 11534116 11642788
SLC38A10 17 81244811 81295433
ITGA8 10 15513949 15720335
NAP1L1 12 76044892 76084958
NLRP12 19 53793584 53824403
OSBPL3 7 24796537 24980212
DPP9 19 4675226 4723843
SGPL1 10 70815948 70881189
MLYCD 16 83899125 83916182
NID2 14 52004802 52069231
MATN1 1 30711277 30723585
EXOC2 6 485138 693141
MSI2 17 57256570 57700477
GEMIN4 17 744416 752872
PSMD14 2 161308275 161411717
MAP3K12 12 53479669 53500136
PSMB6 17 4796144 4798503
PPP3CC 8 22440970 22541144
CBFA2T3 16 88874855 88977199
POU3F3 2 104855511 104857013
LIMA1 12 50175780 50283570
VPS13C 15 61852389 62060465
PYGL 14 50905217 50944530
TBC1D1 4 37891084 38139175
HIVEP1 6 12007653 12164999
UGT2B4 4 69480165 69526014
SLC29A3 10 71319253 71363396
GATAD1 7 92447448 92491328
HIST1H2AD 6 26198784 26199293
DGAT2 11 75768733 75801536
NPY5R 4 163343868 163352403
BAZ1A 14 34752731 34875647
DNASE1L3 3 58192626 58211003
MLLT10 10 21533823 21743633
MMP28 17 35756249 35795707
FAN1 15 30903852 30943108
SLAMF6 1 160485030 160523262
CLK1 2 200853009 200864744
SPARCL1 4 87473330 87529503
SAV1 14 50633580 50668357
PEG3 19 56810077 56840726
SLC18A1 8 20144855 20183338
ARHGAP26 5 142770380 143229007
KLF15 3 126342635 126357393
SENP3 17 7561992 7571969
SMS X 21940573 21994837
FGF18 5 171419663 171457626
MAPKAPK3 3 50611862 50649297
PPFIA1 11 70270687 70384501
REEP1 2 86213993 86338418
SYT2 1 202587637 202710444
TSNAX 1 231528653 231566524
RPL13A 19 49487554 49492308
LRBA 4 150264659 151015727
SYNGAP1 6 33420070 33453689
FKBP1B 2 24049706 24067743
TOMM20 1 235109341 235128941
RCL1 9 4792834 4861077
SEPSECS 4 25120005 25160582
RABGEF1 7 66682091 66811464
SARS 1 109213893 109238182
UCN3 10 5365013 5374206
CASQ1 1 160190495 160201886
HMHA1 19 1065923 1087831
CASP12 11 104885718 104898670
MYBPC1 12 101594931 101685883
BRD3 9 134030305 134068533
MYOF 10 93306429 93482486
RNF43 17 58353676 58417620
SEPT5 22 19714464 19723322
MEIS2 15 36891021 37101334
CYC1 8 144095035 144097527
KMT2B 19 35717995 35738880
ROBO3 11 124865006 124881474
LST1 6 31586179 31588909
PPM1B 2 44168803 44244425
ABCB7 X 75053172 75156340
GPR119 X 130384345 130385537
ARL11 13 49628299 49633872
SNRPD2 19 45687454 45692311
TPBG 6 82363206 82367417
TMEM126A 11 85647919 85656553
ABI3 17 49210227 49223225
CD8B 2 86815337 86861924
RAP2B 3 153162212 153170624
RBM14 11 66616582 66629934
NLRP2 19 54965284 55001142
ZW10 11 113733183 113773763
FRAT1 10 97319265 97321915
LETMD1 12 51048230 51067369
KCNIP1 5 170353487 170736632
USP4 3 49277144 49340103
ERVFRD-1 6 11102489 11111838
HCN1 5 45254950 45696118
ADCY1 7 45574140 45723116
STATH 4 69995931 70002456
CPD 17 30378910 30469657
ASF1B 19 14119509 14136628
MTHFD1L 6 150865679 151101887
FNDC3B 3 172039628 172400703
NPRL3 16 84271 138698
NLGN1 3 173396490 174286644
ADGRB1 8 142449888 142545008
SHOC2 10 110919543 111013667
PRPF4 9 113275634 113293914
ACAT2 6 159761957 159779112
PXDN 2 1631887 1744852
IFNA13 9 21367372 21368076
MON2 12 62466817 62597583
ADAMTSL4 1 150549369 150560937
ADAMTSL4 1 150550283 150551350
SV2B 15 91099721 91301309
PAX1 20 21705659 21718486
RHBG 1 156366043 156385234
STARD3NL 7 38178206 38230671
RFC2 7 74231485 74254458
PSD 10 102402617 102420161
ESD 13 46771256 46797681
PRPF6 20 63981069 64033100
RPN1 3 128619970 128650876
CBX7 22 39130772 39152662
SCYL1 11 65525065 65538711
MMP20 11 102576835 102625332
SYMPK 19 45815442 45863290
IFIT3 10 89327819 89340968
APEH 3 49673130 49683504
ARF3 12 48931156 48957526
COL14A1 8 120125108 120373573
SLC27A4 9 128340560 128361470
STX16 20 58651253 58679526
APOBEC3D 22 39021113 39033251
MYCBP2 13 77044657 77327042
UBE2E2 3 23203007 23590805
GSDMB 17 39904595 39919377
MTCH2 11 47605204 47642654
CACNB4 2 151832771 152099988
UPK3A 22 45284987 45295879
ROMO1 20 35699310 35700980
MED17 11 93784239 93813330
CPLX2 5 175796539 175884021
SSSCA1 11 65570459 65571888
SIGLEC7 19 51142294 51153526
GEMIN5 5 154887416 154938216
KAT6B 10 74824927 75032623
EXOSC3 9 37779714 37785092
HOXB1 17 48529445 48530910
DIAPH3 13 59665583 60163985
RHOU 1 228644647 228746669
MARK3 14 103385364 103503831
ATG4B 2 241637612 241673857
IL22RA1 1 24119771 24143285
PRPF40A 2 152651593 152717916
DPYSL3 5 147390808 147510260
GABRR2 6 89256061 89315299
PTP4A2 1 31906421 31938387
SPAG17 1 117953665 118185225
CLINT1 5 157785743 157859175
NELFCD 20 58981208 58995134
NLRC5 16 56989547 57083526
ADAP1 7 897900 955407
ANAPC4 4 25377226 25418498
CACNG2 22 36560869 36702645
PARL 3 183826488 183884905
DEC1 9 115112617 115402644
RAB2A 8 60516910 60623644
DEAF1 11 644220 695754
AHCYL1 1 109984741 110023742
HOXD9 2 176122685 176124917
IFNA21 9 21165637 21166660
POLG2 17 64476994 64497066
CFHR3 1 196774800 196794073
MAPKAPK5 12 111842228 111901619
EXOSC2 9 130693760 130704894
SLC18A3 10 49610301 49612720
NPTX2 7 98617285 98629869
TAX1BP1 7 27739373 27829767
L3MBTL1 20 43507680 43541895
ACTR1A 10 102479229 102502755
EME1 17 50373220 50381752
CYP4F3 19 15640897 15660760
NAA15 4 139301467 139390781
FRK 6 115941528 116100728
FNTA 8 43056299 43085788
IL18RAP 2 102418558 102452568
FAM20C 7 192777 260774
NFKBIE 6 44258166 44265788
TRIM6 11 5596101 5612958
UVSSA 4 1345658 1388049
SH3TC2 5 148982150 149063174
ORC4 2 147930397 148021604
CCL16 17 35976493 35982889
NAE1 16 66802878 66830977
CPNE8 12 38652200 38906135
FBLN2 3 13549125 13638422
OXCT1 5 41730065 41870689
SH3PXD2A 10 103594027 103855482
RAB27B 18 54717866 54895516
CAPZA1 1 112619453 112671619
PSMD8 19 38374550 38383824
ARR3 X 70263503 70281840
SASH1 6 148193440 148552049
RAD54B 8 94371960 94475115
CCT8 21 29056322 29073797
CHD1L 1 147242641 147295766
IMPA2 18 11981428 12030886
DMTN 8 22049149 22082527
IQCB1 3 121769763 121835079
GRM8 7 126438598 127253294
GPRC5A 12 12891022 12913666
FBXO11 2 47806920 47906535
ALG2 9 99216425 99221964
PTPN23 3 47380982 47413441
SUCLA2 13 47942656 48001326
AP3D1 19 2100988 2151620
GPSM2 1 108875350 108930422
AMPD3 11 10450321 10507579
IFIT2 10 89301949 89309276
AP2S1 19 46838158 46850995
TRAF3IP1 2 238320544 238400900
ASNA1 19 12737492 12748323
STX5 11 62806860 62832091
NUTM1 15 34343251 34357737
AMBN 4 70592258 70607288
LSS 21 46188446 46228824
RPL4 15 66499315 66504855
HSD17B7 1 162790702 162812818
DBF4 7 87876229 87909541
ERAS X 48826513 48829869
PLD5 1 242088387 242530544
TNFAIP1 17 28335522 28347009
YTHDF1 20 63195429 63216186
PPP1R10 6 30600400 30618607
IFNLR1 1 24154157 24187275
STX8 17 9250471 9575958
TFAP4 16 4257186 4273000
SUPV3L1 10 69180204 69209098
RPS6KA6 X 84058346 84187964
PPP1R14A 19 38251237 38256591
MYL4 17 47209013 47227697
RFC5 12 118016701 118033564
PCDH20 13 61409685 61415522
CALCOCO2 17 48830988 48865245
SNAP29 22 20859004 20891214
PRKAB2 1 147155106 147172589
GLG1 16 74447427 74607144
XCR1 3 46020799 46027487
IGL 22 22026076 22922913
GYG1 3 148991408 149027669
NCAPH2 22 50508215 50524780
DLEC1 3 38038605 38122737
ANAPC5 12 121308245 121354209
TARP 7 38257879 38305646
RIT1 1 155897808 155911402
KIAA0196 8 125024260 125091819
MAGEC2 X 142202342 142205290
COL27A1 9 114130331 114312516
BCAT1 12 24810024 24949459
RIC3 11 8092965 8169083
MMP25 16 3045963 3060729
PSMD12 17 67340486 67366605
FAIM2 12 49866896 49903977
PDCD2 6 170575572 170584774
FLII 17 18244815 18258916
LPIN2 18 2916994 3013315
BAG2 6 57172306 57185215
USP33 1 77695987 77759879
XYLT2 17 50346032 50361185
RAB3C 5 58582127 58859394
MED21 12 27022522 27030673
ZFP36L1 14 68787655 68796243
ELK4 1 205593466 205634085
SEC16A 9 136440096 136484549
USP26 X 133025479 133028272
USP26 X 133090718 133097304
TACC1 8 38728186 38853028
TCF21 6 133889121 133895537
STK26 X 132023217 132075943
SEC61B 9 99222288 99230619
TBCE 1 235367360 235448968
LGR4 11 27365961 27472787
CRCP 7 66114818 66154568
GOLGB1 3 121663199 121750811
MAFA 8 143428060 143430432
RAB23 6 57186992 57222314
CLCA2 1 86424086 86456558
CAMKMT 2 44361904 44772592
KMT2E 7 105014190 105114085
EVL 14 100019387 100144236
TM4SF1 3 149369018 149377860
EN1 2 118842171 118848183
AARS 16 70252295 70289550
GZMM 19 544034 549920
SNX27 1 151611984 151699083
CDK16 X 47217881 47229997
OPN1SW 7 128772489 128775790
BSND 1 54998944 55008792
ACOT8 20 45841721 45857409
DNAJC3 13 95677139 95794989
PPP1R3A 7 113876827 113919027
FXYD3 19 35115816 35124324
FNBP1 9 129887187 130043194
IMPA1 8 81656916 81686354
ZNF350 19 51964340 51986856
RAB11FIP2 10 118004916 118046877
ST3GAL1 8 133454848 133572454
PGM3 6 83151972 83193936
CTNNBL1 20 37693955 37872129
RGMA 15 93043406 93089214
ALDOC 17 28573115 28576948
PPP2R5D 6 42984499 43012345
TAF2 8 119730773 119832858
BPGM 7 134646779 134679816
DYNLRB1 20 34516355 34540958
EYA2 20 46894624 47188844
UXT X 47651792 47659180
CKAP2 13 52455360 52476631
HOXB6 17 48594095 48604992
PGD 1 10398992 10420511
MNDA 1 158831378 158849480
COX17 3 119669525 119677396
KCNAB1 3 156120548 156539138
DNER 2 229357629 229714570
DHH 12 49089421 49094819
LRIG2 1 113073170 113125202
PUM2 2 20248692 20352229
C19orf12 19 29698886 29715789
EIF2B2 14 75002909 75009591
TSPAN12 7 120787320 120858366
SLC9A2 2 102619689 102711350
ABCD2 12 39550353 39651328
NUDT21 16 56429136 56451349
RIMS1 6 71886703 72403143
MIB1 18 21740793 21870957
DDX11 12 31073581 31104799
CLDN23 8 8702156 8704107
SLC38A9 5 55625845 55712335
TAAR6 6 132570322 132571359
CCT6A 7 56051685 56063989
GFI1B 9 132945545 132993434
COLQ 3 15450133 15521751
SH3PXD2B 5 172325181 172454523
DERL3 22 23834503 23839213
CCDC40 17 80036632 80100613
ETFB 19 51345155 51366418
DYNC2H1 11 103109431 103479863
TNFRSF21 6 47231527 47309976
ZFHX4 8 76681219 76867285
ADD3 10 109996365 110135565
ATG12 5 115828196 115841851
RPS4X X 72272603 72277291
CDH22 20 46173733 46308829
MORF4L1 15 78872781 78897739
TAOK1 17 29390925 29551904
LMBR1 7 156668946 156893208
SLC30A1 1 211575039 211578757
HOXC13 12 53938792 53946544
HMCN1 1 185734381 186190953
BBS2 16 56470389 56520096
COLEC11 2 3594832 3644644
RPS26 12 56041902 56044223
UBA2 19 34428176 34469893
DCP1A 3 53283423 53347627
PTPN7 1 202147012 202161592
JARID2 6 15245975 15522042
ARFGAP1 20 63272785 63289793
RBP2 3 139452884 139476510
POU4F2 4 146638893 146642471
DCPS 11 126303752 126345754
CCT7 2 73233425 73253022
KERA 12 91050491 91058354
UMODL1 21 42031463 42142996
SRGAP2 1 206203464 206464443
PEX6 6 42963873 42979243
AKAP8 19 15353521 15379828
TAX1BP3 17 3662893 3668679
ARPC2 2 218217094 218254348
P2RY4 X 70258166 70259804
ALOX12B 17 8072636 8087703
PPP1R2 3 195514422 195543401
UBE2L6 11 57551655 57568330
SHANK2 11 70467856 71252738
SSX1 X 48255317 48267444
TUBB2B 6 3224261 3231665
CCP110 16 19523857 19553408
SEMA5A 5 9035026 9546121
SLC14A2 18 45212957 45683107
SLC22A18 11 2899721 2925246
MAT2B 5 163503064 163519353
ITPKC 19 40716980 40740860
SPRED2 2 65307435 65432637
PTPN3 9 109375694 109538353
NOXO1 16 1978917 1981549
NDUFS2 1 161197419 161214395
MAP3K4 6 160991727 161117385
UBE2S 19 55401282 55408146
RAB18 10 27504174 27542237
NR6A1 9 124517275 124771310
DACT1 14 58634068 58648321
FCMR 1 206903285 206922033
SEMA3E 7 83363906 83649163
POU6F2 7 38977904 39468601
ESCO2 8 27771477 27812396
GSTK1 7 143263429 143269129
MIEN1 17 39729156 39730541
HLF 17 55264960 55325065
EEF1B2 2 206159594 206162929
ENTPD5 14 73959467 74019326
CFHR5 1 196975037 197009678
IFNA10 9 21206181 21207143
PCDH11X X 91779311 92623230
PEX13 2 61017677 61051990
GAS7 17 9910609 10198551
ERH 14 69380123 69398304
MANF 3 51385237 51389397
NR2C1 12 95020229 95073628
SLC26A6 3 48625723 48635493
PSMD5 9 120814779 120843021
MLST8 16 2205177 2209417
LAT2 7 74209392 74229834
MPP7 10 28050993 28303061
KHDRBS3 8 135457461 135656516
HEPH X 66162519 66267389
PLEKHF2 8 95133721 95156685
MMAB 12 109553715 109573553
DDHD2 8 38231343 38273885
CHRND 2 232526160 232536665
B4GALNT1 12 57625895 57633239
HIST1H4C 6 26103948 26104337
ASH1L 1 155335261 155562850
RPS16 19 39433207 39436020
NARFL 16 729753 741038
RGS9 17 65137338 65227703
TMEM18 2 667973 677439
GPR37 7 124745601 124766025
HAND2 4 173526501 173530227
KCNK1 1 233614004 233672512
CHMP1B 18 11851390 11854449
FBLIM1 1 15756171 15786589
SMCHD1 18 2655887 2805017
DRC1 2 26401916 26456713
PMEPA1 20 57648392 57711536
SCN3B 11 123629187 123654607
RMI1 9 83980720 84004074
ECHS1 10 133362483 133373404
PLOD3 7 101205977 101217730
TAS1R1 1 6555278 6579757
CSMD2 1 33513999 34165842
KIF20A 5 138178728 138187715
POLR2M 15 57706521 57717557
UBE2E3 2 180980385 181063427
HMGCS2 1 119747996 119769125
GP5 3 194394821 194399266
MBTPS2 X 21839538 21885423
PPP2R5E 14 63372479 63543361
SCGB2A1 11 62208668 62213939
PCK2 14 24094131 24104132
IARS 9 92210207 92293756
TUBA3C 13 19173770 19181852
CBY1 22 38656653 38673850
EPHB3 3 184561799 184582408
CLDN14 21 36460621 36580085
HOXC8 12 54009106 54012763
GABPB1 15 50277192 50355408
UBA3 3 69054730 69080373
TBC1D24 16 2475146 2505733
SLC22A7 6 43295710 43305538
CNKSR1 1 26177490 26189884
FRG1 4 189940819 189963204
MARC2 1 220747502 220784815
SLC25A3 12 98593625 98602000
CORT 1 10449719 10452003
MAP3K10 19 40191650 40215580
CLEC11A 19 50723348 50725724
GUCA2A 1 42162691 42164724
CNNM4 2 96760902 96811891
PARP4 13 24420930 24512993
TSPAN1 1 46175077 46196489
EDEM1 3 5187674 5219965
RAP1GDS1 4 98261376 98443861
MACF1 1 39081417 39487138
ARL2 11 65014113 65022185
RPL19 17 39200283 39204727
PRKAR1B 7 549196 727676
MMP17 12 131828396 131851771
KCNN2 5 114056006 114496500
TCEA1 8 53966554 54022456
GCSAM 3 112120841 112136705
PPP2R2C 4 6320578 6563600
INPP5B 1 37860697 37947084
FKBP10 17 41812262 41823217
RENBP X 153935269 153944780
MOB1A 2 74154409 74178886
LNX1 4 53460270 53652514
WNT5B 12 1529891 1647213
RASGRP3 2 33436349 33564731
GZMH 14 24606480 24609774
PLCH1 3 155479881 155745089
OAS2 12 112970819 113011723
RHCG 15 89471407 89496613
FOXH1 8 144473732 144476335
NEU2 2 233023056 233035532
RPN2 20 37179051 37241623
HIST2H4B 1 149860764 149861159
ICAM5 19 10289435 10296778
NUCKS1 1 205712819 205750244
USP1 1 62436304 62451804
LCA5 6 79484991 79537430
ARL6 3 97764521 97801242
RSPO2 8 107899316 108083685
LIMD1 3 45594188 45681263
DSG4 18 31376777 31415791
MED4 13 48075728 48095141
RGS7 1 240775514 241357230
RPS13 11 17074392 17077673
NCBP2 3 196935402 196942593
SNAPIN 1 153658654 153661852
RASAL1 12 113098819 113136239
RGCC 13 41457406 41470877
BLCAP 20 37517417 37527931
IPMK 10 58191517 58267937
RBMY1A1 Y 21534902 21561014
PGLYRP1 19 46019153 46023298
CD2BP2 16 30350766 30355361
SKAP1 17 48133438 48430235
HAT1 2 171922425 171983686
ALKBH2 12 109088188 109093631
LMX1A 1 165201867 165356715
SF3B3 16 70523788 70577668
TMOD1 9 97501180 97601743
CIRBP 19 1269266 1274810
PGK2 6 49785651 49787340
PIK3AP1 10 96593312 96720522
MMP15 16 58025378 58046901
GK X 30653359 30731462
LAP3 4 17577304 17607967
OTX1 2 63050057 63057831
AP1S1 7 101154405 101161276
CNOT8 5 154857975 154876792
ABCB8 7 151028422 151047782
GPR50 X 151176584 151182855
NOP56 20 2652532 2658393
MEOX2 7 15611212 15686683
CCR10 17 42679402 42681827
SLA 8 133036728 133103066
CIZ1 9 128166065 128204383
SEPT6 X 119615724 119693370
SOX18 20 64047726 64049626
GALR2 17 76072088 76077541
FZD6 8 103298433 103332866
LRRK1 15 100919215 101070112
RPS27 1 153990763 153992155
ERLIN2 8 37736579 37757801
GGCT 7 30496621 30504841
SLC25A27 6 46652915 46678190
RNF111 15 58987666 59097419
GNB5 15 52120926 52191368
